date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:44	11756/11756	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:38:00%20GMT	https://troikaschool.org/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/wp/v2/pages/7.json	(from https://troikaschool.org/multilingual-studies/)
15:38:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Mar%202022%2014:38:01%20GMT	https://troikaschool.org/?p=7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/indexc4f7.html	(from https://troikaschool.org/multilingual-studies/)
15:38:46	2595/2595	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:38:01%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fmultilingual-studies%2F	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embeddf34.json	(from https://troikaschool.org/multilingual-studies/)
15:38:48	2675/2675	---M--	200	added ('OK')	text/xml	date:Sat,%2005%20Mar%202022%2014:38:04%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fmultilingual-studies%2F&format=xml	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed1a1e	(from https://troikaschool.org/multilingual-studies/)
15:38:50	11247/11247	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:38:06%20GMT	https://troikaschool.org/wp-json/wp/v2/pages/33	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/wp/v2/pages/33.json	(from https://troikaschool.org/school-curriculum/)
15:38:51	488685/488685	---M--	200	added ('OK')	image/png	etag:%2263e06b6fbc9d71:0%22	https://troikaschool.org/wp-content/uploads/2021/10/colibri-image-31.png	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/10/colibri-image-31.png	(from https://troikaschool.org/multilingual-studies/)
15:39:23	2774/2774	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:38:09%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fschool-curriculum%2F	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed6c15.json	(from https://troikaschool.org/school-curriculum/)
15:40:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Mar%202022%2014:40:02%20GMT	https://troikaschool.org/?p=15	C:/My%20Web%20Sites/Kelvin/troikaschool.org/indexa1ca.html	(from https://troikaschool.org/extra-curriculars/)
15:43:05	2935/2935	---M--	200	added ('OK')	text/xml	date:Sat,%2005%20Mar%202022%2014:42:03%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fextra-curriculars%2F&format=xml	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed9988	(from https://troikaschool.org/extra-curriculars/)
15:43:18	12162/12162	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:42:23%20GMT	https://troikaschool.org/wp-json/wp/v2/pages/23	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/wp/v2/pages/23.json	(from https://troikaschool.org/why-we-are-different/)
15:43:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Mar%202022%2014:42:36%20GMT	https://troikaschool.org/?p=23	C:/My%20Web%20Sites/Kelvin/troikaschool.org/index40a0.html	(from https://troikaschool.org/why-we-are-different/)
15:43:20	2585/2585	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:42:36%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fwhy-we-are-different%2F	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed4ceb.json	(from https://troikaschool.org/why-we-are-different/)
15:45:12	2665/2665	---M--	200	added ('OK')	text/xml	date:Sat,%2005%20Mar%202022%2014:44:27%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fwhy-we-are-different%2F&format=xml	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed72cb	(from https://troikaschool.org/why-we-are-different/)
15:45:15	484/484	---M--	200	added ('OK')	text/css	etag:%2270d22858fdd3d71:0%22	https://troikaschool.org/wp-content/uploads/elementor/css/post-17.css?ver=1636306308	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/elementor/css/post-17f904.css	(from https://troikaschool.org/gallery/)
15:45:22	91975/91975	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:44:33%20GMT	https://troikaschool.org/wp-json/wp/v2/pages/17	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/wp/v2/pages/17.json	(from https://troikaschool.org/gallery/)
15:45:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Mar%202022%2014:44:38%20GMT	https://troikaschool.org/?p=17	C:/My%20Web%20Sites/Kelvin/troikaschool.org/indexd8eb.html	(from https://troikaschool.org/gallery/)
15:45:22	2670/2670	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:44:38%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fgallery%2F	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed5450.json	(from https://troikaschool.org/gallery/)
15:45:25	2751/2751	---M--	200	added ('OK')	text/xml	date:Sat,%2005%20Mar%202022%2014:44:41%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fgallery%2F&format=xml	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embed9c75	(from https://troikaschool.org/gallery/)
15:45:27	52309/52309	---M--	200	added ('OK')	image/jpeg	etag:%22e726324cecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/Untitled-2.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/Untitled-2.jpg	(from https://troikaschool.org/gallery/)
15:45:29	22178/22178	---M--	200	added ('OK')	text/css	etag:%22d1ffb43199d2d71:0%22	https://troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/envira.css?ver=1.8.3.7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/envira2eb4.css	(from https://troikaschool.org/gallery/)
15:45:32	86978/86978	---M--	200	added ('OK')	image/jpeg	etag:%22eb86ad4aecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-w.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-w.55	(from https://troikaschool.org/gallery/)
15:45:32	85378/85378	---M--	200	added ('OK')	image/jpeg	etag:%22f705149ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-u.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-u.56	(from https://troikaschool.org/gallery/)
15:45:35	1197/1197	---M--	200	added ('OK')	text/css	etag:%228d6f463299d2d71:0%22	https://troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/responsivelyLazy.css?ver=1.8.3.7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/responsivelyLazy2eb4.css	(from https://troikaschool.org/gallery/)
15:45:38	88686/88686	---M--	200	added ('OK')	image/jpeg	etag:%22a429a546ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-R.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-R.58	(from https://troikaschool.org/gallery/)
15:45:40	88520/88520	---M--	200	added ('OK')	image/jpeg	etag:%229d41148ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-s.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-s.57	(from https://troikaschool.org/gallery/)
15:45:41	9023/9023	---M--	200	added ('OK')	text/css	etag:%22d1ffb43199d2d71:0%22	https://troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/fancybox.css?ver=1.8.3.7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/fancybox2eb4.css	(from https://troikaschool.org/gallery/)
15:45:43	81979/81979	---M--	200	added ('OK')	image/jpeg	etag:%22b8142a45ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-q.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-q.59	(from https://troikaschool.org/gallery/)
15:45:45	90207/90207	---M--	200	added ('OK')	image/jpeg	etag:%228723d543ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-o.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-o.5a	(from https://troikaschool.org/gallery/)
15:45:45	84166/84166	---M--	200	added ('OK')	image/jpeg	etag:%224c6c3241ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-k.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-k.5c	(from https://troikaschool.org/gallery/)
15:45:46	5288/5288	---M--	200	added ('OK')	text/css	etag:%228d6f463299d2d71:0%22	https://troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/justifiedGallery.css?ver=1.8.3.7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/css/justifiedGallery2eb4.css	(from https://troikaschool.org/gallery/)
15:45:46	76546/76546	---M--	200	added ('OK')	image/jpeg	etag:%222b5e6842ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-l.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-l.5b	(from https://troikaschool.org/gallery/)
15:45:48	85567/85567	---M--	200	added ('OK')	image/jpeg	etag:%228cefd33fecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-j.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-j.5d	(from https://troikaschool.org/gallery/)
15:45:49	88533/88533	---M--	200	added ('OK')	image/jpeg	etag:%22bfc3643eecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-h.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-h.5e	(from https://troikaschool.org/gallery/)
15:45:49	18468/18468	---M--	200	added ('OK')	text/css	etag:%22219e66ebdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/animations/animations.minedb1.css	(from https://troikaschool.org/gallery/)
15:45:49	87079/87079	---M--	200	added ('OK')	image/jpeg	etag:%2274de73cecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-g.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-g.5f	(from https://troikaschool.org/gallery/)
15:45:51	91347/91347	---M--	200	added ('OK')	image/jpeg	etag:%22ed328b3becd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-f.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-f.60	(from https://troikaschool.org/gallery/)
15:45:53	82854/82854	---M--	200	added ('OK')	image/jpeg	etag:%22ab2fa439ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-d.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-d.61	(from https://troikaschool.org/gallery/)
15:45:54	44321/44321	---M--	200	added ('OK')	image/jpeg	etag:%22435ea535ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-7.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-7.63	(from https://troikaschool.org/gallery/)
15:45:54	76386/76386	---M--	200	added ('OK')	image/jpeg	etag:%222633c037ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-a.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-a.62	(from https://troikaschool.org/gallery/)
15:45:54	119774/119774	---M--	200	added ('OK')	application/javascript	etag:%226ca9603299d2d71:0%22	https://troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/js/min/envira-min.js?ver=1.8.3.7	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/envira-gallery-lite/assets/js/min/envira-min2eb4.js	(from https://troikaschool.org/gallery/)
15:45:56	4879/4879	---M--	200	added ('OK')	application/javascript	etag:%221f3de6ebdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/js/webpack.runtime.minedb1.js	(from https://troikaschool.org/gallery/)
15:45:57	44614/44614	---M--	200	added ('OK')	image/jpeg	etag:%22c5afb033ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-6.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-6.64	(from https://troikaschool.org/gallery/)
15:45:57	33412/33412	---M--	200	added ('OK')	image/jpeg	etag:%22d4e4b32ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-5.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-5.65	(from https://troikaschool.org/gallery/)
15:45:58	34306/34306	---M--	200	added ('OK')	image/jpeg	etag:%22cc7f1731ecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-4.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-4.66	(from https://troikaschool.org/gallery/)
15:45:58	40911/40911	---M--	200	added ('OK')	image/jpeg	etag:%229fddb12fecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-3.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-3.67	(from https://troikaschool.org/gallery/)
15:45:59	14002/14002	---M--	200	added ('OK')	application/javascript	etag:%22478eab6ebdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/js/frontend-modules.minedb1.js	(from https://troikaschool.org/gallery/)
15:45:59	39732/39732	---M--	200	added ('OK')	image/jpeg	etag:%2217c3742eecd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-2.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-2.68	(from https://troikaschool.org/gallery/)
15:45:59	38869/38869	---M--	200	added ('OK')	image/jpeg	etag:%22dd222e2decd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-1.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-1.69	(from https://troikaschool.org/gallery/)
15:46:00	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%2244d7ed70bdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://troikaschool.org/gallery/)
15:46:02	20714/20714	---M--	200	added ('OK')	application/javascript	etag:%22959fb217928d81:0%22	https://troikaschool.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-includes/js/jquery/ui/core.min0028.js	(from https://troikaschool.org/gallery/)
15:46:02	33109/33109	---M--	200	added ('OK')	image/jpeg	etag:%223af4dd2becd0d71:0%22	https://troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-.jpg	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/2021/11/troika-school-lagos-nigeria-best-school-in-quality-great-pupil-good-teachers-2019-End-of-the-year-event-troikaschool.org-best-school-in-Lagos-with-christian-morals-.6a.d	(from https://troikaschool.org/gallery/)
15:46:07	2578/2578	---M--	200	added ('OK')	application/javascript	etag:%22f84ed170bdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/share-link/share-link.minedb1.js	(from https://troikaschool.org/gallery/)
15:46:09	10863/10863	---M--	200	added ('OK')	application/javascript	etag:%225141ed6ebdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://troikaschool.org/gallery/)
15:46:12	139153/139153	---M--	200	added ('OK')	application/javascript	etag:%22aed9db70bdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://troikaschool.org/gallery/)
15:46:13	36557/36557	---M--	200	added ('OK')	application/javascript	etag:%22202ad6ebdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/js/frontend.minedb1.js	(from https://troikaschool.org/gallery/)
15:46:13	32094/32094	---M--	200	added ('OK')	application/javascript	etag:%2228cbd76ebdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/js/preloaded-modules.minedb1.js	(from https://troikaschool.org/gallery/)
15:46:15	11767/11767	---M--	200	added ('OK')	text/css	etag:%22f95ac1ca98c6d71:0%22	https://troikaschool.org/wp-content/uploads/elementor/css/post-27.css?ver=1634833756	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/uploads/elementor/css/post-270a1a.css	(from https://troikaschool.org/contact-us/)
15:46:17	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e7a9b56fbdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://troikaschool.org/contact-us/)
15:46:18	669/669	---M--	200	added ('OK')	text/css	etag:%224949ba6fbdb3d71:0%22	https://troikaschool.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://troikaschool.org/contact-us/)
15:46:22	23001/23001	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:45:37%20GMT	https://troikaschool.org/wp-json/wp/v2/pages/27	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/wp/v2/pages/27.json	(from https://troikaschool.org/contact-us/)
15:46:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2005%20Mar%202022%2014:45:40%20GMT	https://troikaschool.org/?p=27	C:/My%20Web%20Sites/Kelvin/troikaschool.org/index1c4a.html	(from https://troikaschool.org/contact-us/)
15:46:24	2564/2564	---M--	200	added ('OK')	application/json	date:Sat,%2005%20Mar%202022%2014:45:40%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fcontact-us%2F	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embedb39d.json	(from https://troikaschool.org/contact-us/)
15:46:27	2644/2644	---M--	200	added ('OK')	text/xml	date:Sat,%2005%20Mar%202022%2014:45:42%20GMT	https://troikaschool.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftroikaschool.org%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-json/oembed/1.0/embedf86b	(from https://troikaschool.org/contact-us/)
15:46:29	9436/9436	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b5fabb26abc5d71:0%22	https://troikaschool.org/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font.eot?1.7.4	C:/My%20Web%20Sites/Kelvin/troikaschool.org/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font8782.eot	(from https://troikaschool.org/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.15.4)
